TransactionID,Items,TotalCost,UserID,date,paymentMethod
7181,"Bagel, Green Tea, Lemon Cake Shake, Macaron, Tacos, Elaichi Tea, Scone, Iced Latte",1610,2553,26-03-2024,Card
7182,"Turmeric Ginger Cappuccino, Pizza, Gourmet Belgian Cold Chocolate, Salad, Alphonso Mango Frappe, Flavoured Ice Cream, Crackling Brownie Pastry, Long Macchiato",2120,4584,08-06-2024,UPI
7183,"Iced Mocha, Vegan Shake, Pudding, Affogato, Black Eye, Herbal Tea",1310,6448,10-03-2024,Mobile Wallet
7184,"Pasta, Cappuccino",520,3203,30-11-2024,Card
7185,"Cappuccino, Green Tea",400,5353,09-02-2024,Cash
7186,"Masala Tea, Tacos",430,9333,25-03-2024,Mobile Wallet
7187,"Earl Grey Orange Tea, Sandwich, Cocoa Fantasy Pastry",630,3164,23-01-2024,UPI
7188,"Mousse, Herbal Tea, Gourmet Belgian Hot Chocolate, Espresso, Watermelon Mojito, Hot Tea Latte, Baguette",1470,8975,30-10-2024,UPI
7189,"Classic Lemonade, Vanilla Latte, Iced Tea Latte, Quiche",970,1405,19-04-2024,Cash
7190,"Turmeric Ginger Cappuccino, Cupcake, Sandwich, Brioche, Granola Bar, Salad",1220,6981,11-11-2024,Card
7191,"Red Eye, Hot Tea Latte, Black Eye, Soup, Americano, Sandwich",1160,3504,27-03-2024,Mobile Wallet
7192,"Pizza, Sandwich, Ginger Tea, Long Macchiato, Red Velvet Cake Shake, Flavoured Ice Cream, Cutlet",1680,5437,30-09-2024,Card
7193,"Flavoured Ice Cream, Brioche",390,809,30-10-2024,Cash
7194,"Vienna, Affogato, Hot Velvet Coffee, Burrito, Pasta",1330,6615,30-05-2024,Cash
7195,"Soup, Cutlet, Classic Lemonade, Mousse, Watermelon Granita, Bagel",1020,6574,15-10-2024,Mobile Wallet
7196,"Lemon Cake Shake, Mousse, Donut, Flavoured Ice Cream, Iced Coffee, Quiche",1320,3904,08-03-2024,Cash
7197,"Filter Coffee, Lemon Cake Shake, Flat White, Iced Mocha",860,8956,03-06-2024,UPI
7198,"Pizza, Brownie, Salad, Red Eye, Sandwich, Masala Tea",1330,5696,22-06-2024,Card
7199,Pudding,180,5161,29-05-2024,Card
7200,"Vegan Shake, Iced Mocha, Hazelnut Brownie Cake Shake, Bagel, Long Macchiato, Pasta, Earl Grey Orange Tea, Brioche",1820,6505,03-02-2024,Mobile Wallet
7201,"Salad, Danish, Red Eye, Cortado, Macaron, Elaichi Tea, Iced Coffee, Eclair",1550,3405,04-03-2024,Card
7202,"Alphonso Mango Frappe, Iced Mocha, Espresso, Mousse",910,5622,09-01-2024,Card
7203,"Vanilla Latte, Mousse, Long Macchiato, Lemon Cake Shake, Salad, Earl Grey Orange Tea, Breve, Vegan Shake",1830,936,09-10-2024,Cash
7204,"Scone, Masala Tea",310,3325,16-01-2024,UPI
7205,"Chocolate Fantasy Cake Shake, Crackling Brownie Pastry, Breve",690,5797,24-11-2024,Card
7206,"Salad, Muffin, Red Eye, Pizza",870,9170,24-06-2024,Card
7207,"Vanilla Cappuccino, Affogato, Long Macchiato",700,4928,26-03-2024,UPI
7208,"Baguette, Dark Frappe, Hot Tea Latte, Vanilla Cappuccino, Bagel, Watermelon Granita",1240,6970,11-10-2024,Card
7209,"Brownie, Iced Cappuccino",430,3843,25-08-2024,Cash
7210,"Danish, Ginger Tea, Espresso",500,2995,22-09-2024,Mobile Wallet
7211,"Soup, Scone, Popcorn, Danish, Lemon Cake Shake, Watermelon Mojito, Cortado",1230,7739,06-11-2024,Card
7212,Iced Latte,270,9096,07-05-2024,Cash
7213,"Danish, Earl Grey Orange Tea, Granola Bar, Iced Latte, Gourmet Belgian Hot Chocolate",1140,5235,25-10-2024,Cash
7214,"Tropical Iceberg, Bagel, Sandwich, Flavoured Ice Cream, Vienna, Danish, Green Tea, Iced Cappuccino",1760,803,03-04-2024,Card
7215,"Elaichi Tea, Cutlet, Brownie",480,4016,30-10-2024,Card
7216,"Mousse, Cutlet",350,166,19-12-2024,Cash
7217,"Danish, Pineapple Delight Pastry, Filter Coffee, Pudding, Iced Mocha",920,9539,14-12-2024,Card
7218,"Hot Tea Latte, Vanilla Latte",490,471,04-06-2024,Cash
7219,"Cupcake, Vanilla Cappuccino, Peach Iced Tea, Affogato, Red Velvet Cake Shake, Popcorn, Cafe Latte, Gourmet Belgian Hot Chocolate",1770,4648,31-07-2024,UPI
7220,"Vegan Shake, Brownie, Cookie, Cupcake, Mousse, Tropical Iceberg",1110,6179,30-11-2024,Card
7221,Baguette,150,9889,25-06-2024,UPI
7222,"Watermelon Mojito, Hot Velvet Coffee, Sandwich, Cocoa Fantasy Pastry",930,1666,29-06-2024,Card
7223,"Hazelnut Brownie Cake Shake, Cutlet",430,1199,04-02-2024,Card
7224,"Vanilla Cappuccino, Affogato, Iced Coffee, Hazelnut Brownie Cake Shake, Iced Tea Latte, Filter Coffee, Baguette",1480,8702,13-12-2024,Cash
7225,"Peach Iced Tea, Affogato, Cupcake, Flat White, Earl Grey Orange Tea, Brownie",1200,9551,12-01-2024,Card
7226,"Donut, Cafe Latte, Dark Frappe, Peach Iced Tea, Americano",1000,6798,01-05-2024,Mobile Wallet
7227,"Elaichi Tea, Ginger Tea",360,1730,09-12-2024,Cash
7228,"Cookie, Long Black, Lemon Green Coffee, Iced Latte, Granola Bar, Cupcake, Danish, Brownie",1480,6794,12-10-2024,UPI
7229,"Quiche, Affogato, Cake, Flat White, Earl Grey Orange Tea, Watermelon Granita, Danish",1580,3161,24-12-2024,Card
7230,"Americano, Danish",350,5508,27-12-2024,Cash
7231,Iced Mocha,280,9265,21-07-2024,Cash
7232,"Baguette, Hazelnut Brownie Cake Shake",430,4154,08-03-2024,Card
7233,"Vienna, Donut, Elaichi Tea, Bagel, Pizza",1020,1507,29-11-2024,Cash
7234,"Classic Lemonade, Vienna, Crunchy Frappe, Brownie",790,2702,18-10-2024,Cash
7235,Long Black,200,2949,30-11-2024,Mobile Wallet
7236,"Breve, Pasta",520,8331,23-12-2024,Card
7237,"Cocoa Fantasy Pastry, Crackling Brownie Pastry",380,5690,09-11-2024,Cash
7238,"Cocoa Fantasy Pastry, Salad, Croissant, Peach Iced Tea, Donut, Iced Mocha",1110,8281,29-05-2024,UPI
7239,"Quiche, Watermelon Mojito, Salad, Macchiato",970,1843,25-09-2024,Card
7240,"Elaichi Tea, Americano, Iced Coffee, Lemon Green Coffee",820,3475,14-05-2024,Mobile Wallet
7241,"Peach Iced Tea, Cappuccino, Cupcake, Crackling Brownie Pastry, Earl Grey Orange Tea",1000,9212,07-02-2024,Cash
7242,Tacos,250,9544,10-11-2024,Card
7243,"Hot Velvet Coffee, Classic Lemonade, Masala Tea, Filter Coffee, Vanilla Latte, Pudding, Elaichi Tea, Red Eye",1490,5665,03-04-2024,UPI
7244,"Burrito, Masala Tea, Eclair, Watermelon Granita",880,2418,30-07-2024,Cash
7245,"Pasta, Panini, Mousse, Iced Latte",1050,1139,09-08-2024,UPI
7246,Cutlet,150,3405,03-12-2024,UPI
7247,Cheesecake Shake,270,6110,02-03-2024,Card
7248,"Breve, Long Black, Americano, Hot Velvet Coffee",850,7409,27-08-2024,Cash
7249,"Iced Cappuccino, Elaichi Tea, Long Black, Macaron, Burrito, Watermelon Granita",1380,6042,21-06-2024,Mobile Wallet
7250,"Pineapple Delight Pastry, Peach Iced Tea, Quiche, Croissant, Elaichi Tea, Cappuccino, Vanilla Cappuccino, Classic Lemonade",1610,350,11-06-2024,Mobile Wallet
7251,"Elaichi Tea, Mousse, Hazelnut Brownie Cake Shake, Vienna, Breve",1120,9876,01-07-2024,Mobile Wallet
7252,"Vienna, Cookie, Hot Velvet Coffee, Herbal Tea, Espresso",940,5775,05-03-2024,Cash
7253,"Peach Iced Tea, Pineapple Delight Pastry",420,5711,08-05-2024,Card
7254,"Croissant, Mousse, Masala Tea, Cake, Brioche, Vanilla Latte, Lemon Cake Shake, Hot Velvet Coffee",1610,3690,11-06-2024,UPI
7255,Popcorn,80,3220,02-10-2024,Card
7256,"Cappuccino, Turmeric Ginger Cappuccino, Salad, Cookie, Masala Tea, Mousse",1220,7769,21-09-2024,Card
7257,Sandwich,250,4210,04-01-2024,Mobile Wallet
7258,"Scone, Iced Mocha, Pizza",760,1687,21-10-2024,Card
7259,"Gourmet Belgian Cold Chocolate, Pineapple Delight Pastry, Iced Cappuccino, Tropical Iceberg, Cutlet, Brownie, Scone, Hazelnut Brownie Cake Shake",1740,4082,13-07-2024,Cash
7260,"Red Velvet Cake Shake, Macaron, Black Eye, Iced Cappuccino, Panini, Red Eye, Flavoured Ice Cream",1650,1749,13-10-2024,Mobile Wallet
7261,"Iced Cappuccino, Crackling Brownie Pastry, Baguette, Red Eye, Brownie, Lemon Green Coffee",1200,5595,15-03-2024,Cash
7262,"Quiche, Macaron, Iced Latte",770,4054,29-06-2024,Card
7263,"Danish, Hot Tea Latte, Dark Frappe, Ginger Tea",830,4543,08-12-2024,UPI
7264,"Hot Velvet Coffee, Salad, Cupcake, Masala Tea",800,7135,17-07-2024,Cash
7265,"Iced Latte, Black Eye, Brownie, Breve, Panini, Gourmet Belgian Cold Chocolate",1420,88,17-01-2024,Card
7266,"Popcorn, Black Eye",260,6232,29-11-2024,UPI
7267,"Pudding, Soup, Mousse, Vegan Shake, Gourmet Belgian Hot Chocolate, Long Black",1300,3864,06-07-2024,Mobile Wallet
7268,"Cocoa Fantasy Pastry, Cheesecake Shake, Pineapple Delight Pastry, Tacos, Soup, Muffin, Granola Bar",1340,9413,09-08-2024,UPI
7269,"Hazelnut Brownie Cake Shake, Danish, Elaichi Tea, Cocoa Fantasy Pastry, Macaron, Cutlet, Salad, Hot Tea Latte",1600,3342,26-09-2024,UPI
7270,"Vanilla Latte, Breve, Brownie, Salad, Red Eye, Iced Tea Latte, Green Tea, Black Eye",1650,3911,04-07-2024,UPI
7271,"Cortado, Baguette, Pizza, Iced Latte, Green Tea",1150,3918,11-12-2024,Mobile Wallet
7272,"Red Velvet Cake Shake, Cocoa Fantasy Pastry, Watermelon Granita",680,9479,22-01-2024,Card
7273,"Macchiato, Brioche, Donut, Herbal Tea, Lemon Green Coffee",860,2323,07-04-2024,Mobile Wallet
7274,Vanilla Cappuccino,240,3872,21-08-2024,UPI
7275,Red Velvet Cake Shake,280,7868,22-10-2024,UPI
7276,"Quiche, Cheesecake Shake, Popcorn",650,1028,08-07-2024,Card
7277,"Peach Iced Tea, Affogato, Gourmet Belgian Hot Chocolate, Macchiato, Quiche, Red Velvet Cake Shake, Earl Grey Orange Tea, Red Eye",1950,5290,15-12-2024,Mobile Wallet
7278,Gourmet Belgian Cold Chocolate,320,6990,24-09-2024,UPI
7279,"Hazelnut Brownie Cake Shake, Americano, Macaron, Vanilla Latte, Lemon Cake Shake",1180,336,27-12-2024,Cash
7280,"Tropical Iceberg, Ginger Tea, Muffin, Cafe Latte, Cocoa Fantasy Pastry, Alphonso Mango Frappe",1230,8264,07-10-2024,Cash
7281,"Crackling Brownie Pastry, Vienna, Red Velvet Cake Shake, Classic Lemonade, Watermelon Mojito, Vegan Shake, Croissant",1470,3019,12-06-2024,Card
7282,"Lemon Green Coffee, Granola Bar, Danish, Cutlet, Flavoured Ice Cream",990,673,03-07-2024,Mobile Wallet
7283,"Americano, Cortado",380,7534,22-09-2024,Mobile Wallet
7284,"Pineapple Delight Pastry, Flavoured Ice Cream, Burrito",740,6390,17-01-2024,UPI
7285,"Macchiato, Watermelon Granita, Mousse, Vanilla Cappuccino, Masala Tea, Watermelon Mojito, Pasta, Cake",1810,7468,10-05-2024,Card
7286,"Pudding, Breve, Pizza, Cheesecake Shake, Long Macchiato, Watermelon Granita, Masala Tea",1640,5331,06-01-2024,UPI
7287,"Green Tea, Cortado, Iced Latte",650,2465,22-12-2024,Mobile Wallet
7288,"Black Eye, Cutlet, Macaron, Flavoured Ice Cream",780,2035,20-08-2024,Mobile Wallet
7289,"Cheesecake Shake, Dark Frappe, Peach Iced Tea, Macchiato, Muffin",1080,3093,23-07-2024,UPI
7290,Vanilla Cappuccino,240,6966,20-02-2024,Cash
7291,Long Black,200,3987,24-03-2024,Cash
7292,"Gourmet Belgian Hot Chocolate, Scone, Peach Iced Tea, Turmeric Ginger Cappuccino, Flat White, Dark Frappe, Pizza, Lemon Green Coffee",2040,8797,23-10-2024,UPI
7293,"Cocoa Fantasy Pastry, Crackling Brownie Pastry, Affogato",620,4565,17-11-2024,Cash
7294,"Filter Coffee, Elaichi Tea, Alphonso Mango Frappe, Chocolate Fantasy Cake Shake, Long Black, Iced Tea Latte, Vegan Shake",1530,9556,09-10-2024,Cash
7295,"Mousse, Cappuccino, Sandwich, Pasta, Cookie",1090,5084,23-08-2024,UPI
7296,"Hot Tea Latte, Panini, Tacos",750,9390,09-11-2024,UPI
7297,"Ginger Tea, Herbal Tea, Lemon Cake Shake",610,7688,20-09-2024,Cash
7298,"Chocolate Fantasy Cake Shake, Vienna, Popcorn, Burrito, Panini, Earl Grey Orange Tea",1370,5982,24-12-2024,Cash
7299,"Masala Tea, Eclair, Sandwich",610,2211,26-07-2024,Cash
7300,"Cake, Earl Grey Orange Tea, Brioche, Crackling Brownie Pastry",760,3359,11-04-2024,UPI
7301,Danish,170,4999,12-12-2024,Mobile Wallet
7302,"Brownie, Red Eye, Salad, Hot Tea Latte, Popcorn, Dark Frappe",1110,5713,23-06-2024,Card
7303,"Brownie, Vanilla Latte",420,1096,27-09-2024,Cash
7304,"Crunchy Frappe, Cheesecake Shake, Earl Grey Orange Tea, Eclair",900,339,17-02-2024,Mobile Wallet
7305,"Cutlet, Herbal Tea, Filter Coffee, Hot Velvet Coffee, Elaichi Tea, Popcorn, Macchiato, Quiche",1440,9331,23-10-2024,Cash
7306,"Gourmet Belgian Cold Chocolate, Pineapple Delight Pastry",510,302,15-08-2024,Cash
7307,"Sandwich, Scone",380,7369,22-03-2024,Cash
7308,"Flavoured Ice Cream, Cocoa Fantasy Pastry, Vanilla Latte, Vegan Shake, Quiche, Mousse, Espresso, Red Eye",1780,9864,04-05-2024,Mobile Wallet
7309,"Cortado, Classic Lemonade, Cupcake, Breve",720,463,14-07-2024,Card
7310,"Vienna, Black Eye",420,2944,05-08-2024,Card
7311,"Flavoured Ice Cream, Cake, Vanilla Cappuccino, Cortado, Elaichi Tea, Iced Mocha, Iced Coffee, Long Black",1790,4846,31-08-2024,UPI
7312,"Quiche, Brownie, Americano, Croissant, Iced Tea Latte, Long Macchiato, Masala Tea, Popcorn",1460,4344,06-05-2024,UPI
7313,"Hot Tea Latte, Macchiato, Soup, Vanilla Cappuccino, Cappuccino, Bagel, Mousse",1380,9322,19-08-2024,UPI
7314,"Croissant, Cappuccino",320,9037,01-12-2024,Mobile Wallet
7315,"Brioche, Dark Frappe",400,9547,21-05-2024,Card
7316,"Scone, Peach Iced Tea, Mousse, Baguette, Filter Coffee, Lemon Cake Shake",1060,5406,20-05-2024,Cash
7317,"Cortado, Lemon Cake Shake, Watermelon Granita",670,2329,18-07-2024,Cash
7318,"Cortado, Cake, Iced Coffee, Watermelon Granita, Earl Grey Orange Tea, Bagel",1210,1846,10-10-2024,Cash
7319,"Black Eye, Pizza, Masala Tea, Danish, Dark Frappe, Elaichi Tea, Sandwich, Cookie",1690,7313,07-06-2024,UPI
7320,"Flavoured Ice Cream, Cutlet, Lemon Cake Shake, Flat White, Dark Frappe, Salad, Pasta",1660,9718,26-09-2024,Mobile Wallet
7321,"Cake, Earl Grey Orange Tea",420,2445,24-10-2024,Card
7322,"Flavoured Ice Cream, Burrito, Vienna, Popcorn",870,6236,29-08-2024,Cash
7323,"Elaichi Tea, Soup, Crunchy Frappe, Pizza, Danish",1100,6462,03-03-2024,Cash
7324,"Soup, Pudding, Granola Bar, Pizza, Vienna, Elaichi Tea, Iced Coffee, Cutlet",1650,6011,07-10-2024,Card
7325,"Pudding, Masala Tea, Lemon Green Coffee, Classic Lemonade, Salad",970,5158,11-07-2024,Card
7326,"Vienna, Hot Tea Latte, Panini, Classic Lemonade, Pasta, Tropical Iceberg, Bagel, Cutlet",1730,4988,01-09-2024,UPI
7327,"Filter Coffee, Espresso, Cafe Latte, Watermelon Granita, Iced Latte",970,9261,26-05-2024,Cash
7328,"Croissant, Herbal Tea, Cookie, Lemon Green Coffee, Crunchy Frappe, Americano, Panini, Brioche",1490,224,12-05-2024,Mobile Wallet
7329,Burrito,300,2727,24-02-2024,Cash
7330,"Filter Coffee, Turmeric Ginger Cappuccino, Eclair",560,6351,02-11-2024,Mobile Wallet
7331,"Black Eye, Hazelnut Brownie Cake Shake, Mousse, Peach Iced Tea, Panini, Soup, Elaichi Tea, Turmeric Ginger Cappuccino",1780,8468,14-11-2024,Card
7332,"Soup, Classic Lemonade, Turmeric Ginger Cappuccino, Cheesecake Shake, Black Eye, Hot Tea Latte, Herbal Tea, Crunchy Frappe",1680,3912,09-07-2024,UPI
7333,"Earl Grey Orange Tea, Watermelon Mojito, Salad, Pizza",1020,801,04-04-2024,Card
7334,Cortado,200,3493,21-02-2024,UPI
7335,"Alphonso Mango Frappe, Americano, Mousse",660,9370,04-06-2024,UPI
7336,"Pineapple Delight Pastry, Vegan Shake, Danish, Ginger Tea",790,3863,18-07-2024,UPI
7337,Earl Grey Orange Tea,200,4740,09-06-2024,Card
7338,"Macaron, Chocolate Fantasy Cake Shake, Salad, Gourmet Belgian Hot Chocolate",1010,7288,28-09-2024,Cash
7339,Ginger Tea,180,2395,28-10-2024,Card
7340,"Panini, Baguette, Cortado, Vanilla Cappuccino, Watermelon Mojito, Chocolate Fantasy Cake Shake, Muffin, Cocoa Fantasy Pastry",1690,5162,21-05-2024,Cash
7341,"Macaron, Danish, Brownie, Peach Iced Tea, Hot Tea Latte, Macchiato, Baguette",1320,1231,29-07-2024,UPI
7342,Iced Latte,270,9591,14-12-2024,Cash
7343,"Pizza, Peach Iced Tea, Cutlet, Vanilla Cappuccino, Espresso, Masala Tea",1300,1069,21-12-2024,UPI
7344,"Mousse, Pasta",500,4014,14-12-2024,Cash
7345,"Crackling Brownie Pastry, Muffin, Hazelnut Brownie Cake Shake, Quiche, Cutlet, Scone, Ginger Tea",1360,3413,08-11-2024,UPI
7346,"Watermelon Mojito, Gourmet Belgian Hot Chocolate, Cookie, Cheesecake Shake, Iced Mocha",1240,3237,08-06-2024,UPI
7347,"Cookie, Danish, Red Velvet Cake Shake, Elaichi Tea, Hot Tea Latte",970,6122,07-10-2024,UPI
7348,"Ginger Tea, Cheesecake Shake, Flat White, Pudding, Bagel",1010,963,24-02-2024,Card
7349,"Earl Grey Orange Tea, Elaichi Tea, Cappuccino, Hot Tea Latte, Masala Tea, Filter Coffee, Cocoa Fantasy Pastry",1280,3190,05-05-2024,UPI
7350,"Scone, Iced Mocha, Bagel, Black Eye, Granola Bar",920,8101,31-10-2024,Card
7351,"Gourmet Belgian Hot Chocolate, Black Eye, Hot Tea Latte, Long Black, Crunchy Frappe, Eclair",1350,9411,09-02-2024,UPI
7352,"Popcorn, Macaron, Iced Latte, Iced Mocha, Danish",1000,8457,24-12-2024,UPI
7353,"Affogato, Vanilla Latte, Long Black, Pizza, Eclair",1240,9572,19-10-2024,Card
7354,"Burrito, Long Black, Hazelnut Brownie Cake Shake",780,6612,05-10-2024,Mobile Wallet
7355,"Herbal Tea, Iced Cappuccino, Lemon Cake Shake, Long Macchiato, Muffin, Elaichi Tea, Macchiato",1430,1155,12-04-2024,Card
7356,"Flavoured Ice Cream, Iced Tea Latte, Danish",670,6063,10-12-2024,Cash
7357,"Hazelnut Brownie Cake Shake, Popcorn, Sandwich, Hot Velvet Coffee, Cortado, Breve",1280,7486,22-12-2024,Card
7358,"Hazelnut Brownie Cake Shake, Iced Latte, Chocolate Fantasy Cake Shake, Gourmet Belgian Cold Chocolate",1140,3772,06-12-2024,Cash
7359,"Long Macchiato, Lemon Green Coffee, Long Black, Eclair, Tacos, Flat White, Hot Tea Latte, Hot Velvet Coffee",1790,494,06-06-2024,Cash
7360,Sandwich,250,5707,13-02-2024,Cash
7361,"Pizza, Hot Velvet Coffee, Mousse, Long Black, Vegan Shake, Croissant",1350,9409,27-05-2024,Cash
7362,Baguette,150,7844,23-09-2024,UPI
7363,"Cupcake, Turmeric Ginger Cappuccino, Long Macchiato, Iced Coffee, Long Black, Lemon Green Coffee, Watermelon Mojito, Red Eye",1740,9036,22-05-2024,Mobile Wallet
7364,"Cheesecake Shake, Americano, Earl Grey Orange Tea, Croissant",750,8657,15-08-2024,Mobile Wallet
7365,"Iced Coffee, Cheesecake Shake, Flavoured Ice Cream, Flat White",970,4785,08-05-2024,Card
7366,"Vienna, Burrito, Tropical Iceberg, Green Tea, Lemon Cake Shake, Iced Mocha, Classic Lemonade, Iced Latte",1910,5194,01-02-2024,Mobile Wallet
7367,"Tacos, Watermelon Mojito, Tropical Iceberg, Hot Velvet Coffee, Muffin",1110,1741,19-02-2024,UPI
7368,"Hazelnut Brownie Cake Shake, Macchiato, Green Tea, Turmeric Ginger Cappuccino, Cocoa Fantasy Pastry",1120,2608,23-02-2024,Mobile Wallet
7369,"Iced Latte, Macaron, Dark Frappe, Sandwich, Black Eye, Chocolate Fantasy Cake Shake",1430,4828,26-03-2024,Cash
7370,"Hot Velvet Coffee, Cupcake, Vanilla Cappuccino, Turmeric Ginger Cappuccino",920,1757,17-07-2024,UPI
7371,Panini,280,9892,06-08-2024,Card
7372,"Vanilla Latte, Flat White, Long Black, Iced Tea Latte, Lemon Cake Shake, Americano, Cupcake, Bagel",1680,2872,28-01-2024,Card
7373,Cutlet,150,4204,22-12-2024,Cash
7374,Pudding,180,7432,06-07-2024,Card
7375,"Tacos, Gourmet Belgian Hot Chocolate",570,7271,05-01-2024,UPI
7376,"Herbal Tea, Vanilla Latte, Flat White",680,4567,09-11-2024,Mobile Wallet
7377,"Iced Mocha, Soup",430,4629,18-05-2024,Card
7378,"Macaron, Gourmet Belgian Cold Chocolate",520,2868,10-12-2024,Cash
7379,"Herbal Tea, Sandwich, Red Eye, Cupcake",760,3507,25-02-2024,Cash
7380,Bagel,150,4584,04-10-2024,UPI
7381,Cocoa Fantasy Pastry,180,3876,30-11-2024,Mobile Wallet
7382,"Scone, Dark Frappe, Tropical Iceberg, Vanilla Cappuccino, Crackling Brownie Pastry, Soup, Donut",1320,2227,17-11-2024,Card
7383,"Cheesecake Shake, Americano, Sandwich, Brownie, Chocolate Fantasy Cake Shake, Filter Coffee, Salad, Masala Tea",1620,4730,07-09-2024,UPI
7384,"Brioche, Iced Cappuccino, Hot Velvet Coffee, Crunchy Frappe",920,3394,25-03-2024,Cash
7385,Peach Iced Tea,230,1199,22-07-2024,UPI
7386,"Vanilla Latte, Quiche, Crunchy Frappe, Iced Latte",1090,5587,28-06-2024,Cash
7387,Tropical Iceberg,240,7024,12-02-2024,Cash
7388,"Cake, Hot Velvet Coffee",470,9766,04-09-2024,Cash
7389,"Pudding, Salad, Alphonso Mango Frappe, Turmeric Ginger Cappuccino",960,3332,29-02-2024,Mobile Wallet
7390,"Salad, Vegan Shake",470,1028,27-01-2024,UPI
7391,"Lemon Green Coffee, Flavoured Ice Cream, Macchiato, Gourmet Belgian Cold Chocolate",1010,1379,31-05-2024,UPI
7392,"Croissant, Salad",320,7851,30-06-2024,Mobile Wallet
7393,"Mousse, Baguette",350,42,30-03-2024,Card
7394,Espresso,150,3678,04-05-2024,Cash
7395,"Hot Tea Latte, Cupcake, Chocolate Fantasy Cake Shake, Red Eye",820,9993,15-11-2024,UPI
7396,"Cappuccino, Eclair, Lemon Green Coffee, Crackling Brownie Pastry, Watermelon Granita, Iced Tea Latte, Cake",1530,725,25-01-2024,UPI
7397,"Dark Frappe, Panini, Iced Mocha, Flat White",1050,3885,24-07-2024,Card
7398,"Quiche, Masala Tea",480,4993,07-05-2024,Mobile Wallet
7399,Bagel,150,6843,13-06-2024,Cash
7400,"Affogato, Tropical Iceberg",480,2416,24-12-2024,UPI
7401,"Espresso, Iced Mocha, Tropical Iceberg, Flavoured Ice Cream, Macaron, Cutlet, Chocolate Fantasy Cake Shake, Cookie",1660,9588,11-11-2024,UPI
7402,"Iced Tea Latte, Eclair, Chocolate Fantasy Cake Shake",700,9119,22-12-2024,UPI
7403,"Pasta, Vanilla Cappuccino, Masala Tea",720,954,05-04-2024,Cash
7404,"Hazelnut Brownie Cake Shake, Cake, Pasta, Eclair, Iced Coffee, Flat White, Quiche",1730,7132,18-02-2024,UPI
7405,"Baguette, Filter Coffee, Iced Tea Latte, Macaron, Panini, Croissant, Burrito, Masala Tea",1560,5352,03-04-2024,Card
7406,"Earl Grey Orange Tea, Cookie, Sandwich, Classic Lemonade, Tropical Iceberg, Affogato, Iced Latte, Cake",1690,1464,23-12-2024,Card
7407,"Iced Latte, Croissant, Gourmet Belgian Cold Chocolate",690,4234,25-09-2024,Card
7408,"Long Black, Scone",330,1205,03-10-2024,Cash
7409,"Granola Bar, Vienna, Tacos, Cappuccino",890,9172,14-07-2024,UPI
7410,"Vanilla Cappuccino, Black Eye, Macaron",620,5031,05-05-2024,Cash
7411,"Affogato, Muffin, Long Black, Flat White, Burrito",1090,4348,17-10-2024,Card
7412,"Peach Iced Tea, Popcorn, Scone, Pudding, Cutlet, Red Velvet Cake Shake, Classic Lemonade, Long Black",1400,8386,03-01-2024,Cash
7413,"Cafe Latte, Watermelon Mojito, Granola Bar, Alphonso Mango Frappe, Muffin, Salad",1280,8152,13-07-2024,UPI
7414,"Herbal Tea, Cupcake, Sandwich, Cutlet, Baguette, Quiche",1180,7344,10-06-2024,UPI
7415,Scone,130,9661,16-09-2024,Card
7416,"Brioche, Cookie, Vanilla Cappuccino, Iced Coffee, Classic Lemonade, Iced Cappuccino, Scone",1280,8194,30-03-2024,Card
7417,"Watermelon Granita, Cappuccino, Cafe Latte, Black Eye, Mousse, Affogato, Cake",1510,7684,02-10-2024,Mobile Wallet
7418,"Cookie, Burrito, Muffin, Cupcake, Panini, Cocoa Fantasy Pastry, Donut",1250,2306,13-10-2024,Mobile Wallet
7419,"Crunchy Frappe, Herbal Tea",430,9148,14-07-2024,Cash
7420,"Dark Frappe, Vanilla Latte, Flavoured Ice Cream, Lemon Green Coffee, Salad",1240,6532,07-09-2024,Mobile Wallet
7421,Gourmet Belgian Hot Chocolate,320,6976,02-05-2024,UPI
7422,"Breve, Sandwich, Black Eye, Gourmet Belgian Hot Chocolate, Iced Cappuccino, Brownie",1400,7540,29-12-2024,UPI
7423,"Salad, Quiche, Muffin, Panini, Iced Coffee, Hot Tea Latte, Baguette, Pineapple Delight Pastry",1700,2317,02-10-2024,Mobile Wallet
7424,"Pizza, Cortado, Iced Latte, Iced Tea Latte, Cookie, Classic Lemonade",1340,122,31-05-2024,UPI
7425,"Black Eye, Cheesecake Shake, Cutlet, Flat White, Soup, Iced Mocha",1260,7965,12-05-2024,Cash
7426,"Cafe Latte, Panini, Pizza, Flat White, Cupcake, Earl Grey Orange Tea",1440,5853,07-04-2024,UPI
7427,"Cutlet, Popcorn, Gourmet Belgian Hot Chocolate, Cake, Vienna, Cookie, Red Velvet Cake Shake, Croissant",1510,7175,07-08-2024,Mobile Wallet
7428,"Cocoa Fantasy Pastry, Flat White",410,520,08-09-2024,Cash
7429,"Quiche, Masala Tea, Elaichi Tea, Croissant, Danish, Iced Latte, Cafe Latte",1430,825,22-07-2024,Mobile Wallet
7430,"Peach Iced Tea, Lemon Green Coffee",470,100,21-12-2024,Mobile Wallet
7431,"Vanilla Latte, Turmeric Ginger Cappuccino",550,7836,18-12-2024,Mobile Wallet
7432,"Burrito, Mousse, Macchiato, Peach Iced Tea",930,9271,10-12-2024,UPI
